,is_canceled,lead_time,Direct(bool),precancel(bool),prebook(bool),change_room(bool),reserve_change(bool),parkinglot(bool),special_request(bool),customer_type(label)
11089,1,228,0.0,0,0,0,0,0.0,1.0,2
11090,1,287,0.0,0,0,0,0,0.0,0.0,2
11091,1,38,0.0,0,0,0,0,0.0,1.0,2
11092,1,206,0.0,0,0,0,0,0.0,1.0,2
11093,1,72,0.0,0,0,0,0,0.0,1.0,2
11094,1,24,0.0,0,0,0,0,0.0,0.0,2
11095,1,76,0.0,0,0,0,0,0.0,1.0,2
11096,1,88,0.0,0,0,0,0,0.0,1.0,2
11097,1,88,0.0,0,0,0,0,0.0,1.0,2
11098,1,93,0.0,0,0,0,0,0.0,1.0,2
11099,1,88,0.0,0,0,0,0,0.0,1.0,2
11100,1,88,0.0,0,0,0,0,0.0,1.0,2
11101,1,100,0.0,0,0,0,0,0.0,0.0,2
11102,1,9,0.0,0,0,0,0,0.0,0.0,2
11103,1,96,0.0,0,0,0,0,0.0,1.0,2
11104,1,28,0.0,0,0,0,0,0.0,1.0,2
11105,1,174,0.0,0,0,0,0,0.0,1.0,2
11106,1,213,0.0,0,0,0,0,0.0,1.0,2
11107,1,26,0.0,0,0,0,0,0.0,1.0,2
11108,1,29,0.0,0,0,1,0,0.0,0.0,3
11109,1,29,0.0,0,0,1,0,0.0,0.0,3
11110,1,72,0.0,0,0,0,0,0.0,1.0,2
11111,1,63,0.0,0,0,0,0,0.0,0.0,3
11112,1,216,0.0,0,0,0,0,0.0,0.0,2
11113,1,105,0.0,0,0,0,0,0.0,1.0,2
11114,1,105,0.0,0,0,0,0,0.0,1.0,2
11115,0,8,1.0,0,0,1,0,1.0,1.0,2
11116,1,8,1.0,0,0,1,0,0.0,1.0,2
11117,1,157,0.0,0,0,0,0,0.0,1.0,2
11118,1,157,0.0,0,0,0,0,0.0,1.0,2
11119,1,2,0.0,0,0,0,0,0.0,0.0,2
11120,1,78,0.0,0,0,0,0,0.0,1.0,2
11121,1,278,0.0,0,0,0,0,0.0,0.0,2
11122,1,4,1.0,0,0,0,0,0.0,1.0,2
11123,1,180,0.0,0,0,0,0,0.0,1.0,2
11124,1,171,0.0,0,0,0,0,0.0,1.0,2
11125,0,108,1.0,0,0,0,0,0.0,1.0,2
11126,1,253,0.0,0,0,0,0,0.0,0.0,2
11127,1,296,0.0,0,0,0,0,0.0,1.0,2
11128,1,214,0.0,0,0,0,0,0.0,1.0,2
11129,1,208,1.0,0,0,0,0,0.0,0.0,2
11130,1,109,0.0,0,0,0,0,0.0,0.0,0
11131,1,23,0.0,0,0,0,0,0.0,0.0,3
11132,1,234,0.0,0,0,0,0,0.0,0.0,3
11133,1,232,0.0,0,0,0,0,0.0,0.0,0
11134,1,239,0.0,0,0,0,0,0.0,0.0,3
11135,1,234,0.0,0,0,0,0,0.0,0.0,3
11136,1,15,0.0,0,0,0,0,0.0,0.0,2
11137,1,234,0.0,0,0,0,0,0.0,0.0,3
11138,1,214,0.0,0,0,0,0,0.0,1.0,2
11139,1,23,0.0,0,0,0,0,0.0,0.0,3
11140,1,208,1.0,0,0,0,0,0.0,0.0,2
11141,1,239,0.0,0,0,0,0,0.0,0.0,3
11142,1,239,0.0,0,0,0,0,0.0,0.0,3
11143,1,214,0.0,0,0,0,0,0.0,1.0,2
11144,1,239,0.0,0,0,0,0,0.0,0.0,3
11145,1,239,0.0,0,0,0,0,0.0,0.0,3
11146,1,252,0.0,0,0,0,0,0.0,0.0,3
11147,1,224,0.0,0,0,0,0,0.0,1.0,2
11148,1,234,0.0,0,0,0,0,0.0,0.0,3
11149,1,67,0.0,0,0,0,0,0.0,0.0,0
11150,1,23,0.0,0,0,0,0,0.0,0.0,3
11151,1,31,0.0,0,0,1,0,0.0,0.0,3
11152,1,240,0.0,0,0,0,0,0.0,0.0,2
11153,1,130,0.0,0,0,0,0,0.0,0.0,3
11154,1,253,0.0,0,0,1,0,0.0,0.0,3
11155,1,253,0.0,0,0,0,0,0.0,0.0,3
11156,1,39,0.0,0,0,0,0,0.0,0.0,0
11157,1,201,0.0,0,0,1,0,0.0,0.0,2
11158,1,259,0.0,0,0,0,0,0.0,1.0,2
11159,1,259,0.0,0,0,0,0,0.0,1.0,2
11160,1,4,0.0,0,0,1,0,0.0,0.0,2
11161,1,211,0.0,0,0,0,0,0.0,1.0,2
11162,1,211,0.0,0,0,0,0,0.0,1.0,2
11163,1,203,0.0,0,0,0,0,0.0,0.0,3
11164,1,203,0.0,0,0,0,0,0.0,0.0,3
11165,1,203,0.0,0,0,0,0,0.0,0.0,3
11166,1,203,0.0,0,0,0,0,0.0,0.0,3
11167,1,203,0.0,0,0,0,0,0.0,0.0,3
11168,1,203,0.0,0,0,0,0,0.0,0.0,3
11169,1,203,0.0,0,0,0,0,0.0,0.0,3
11170,1,266,0.0,0,0,0,0,0.0,1.0,2
11171,1,80,0.0,0,0,0,0,0.0,0.0,2
11172,1,36,0.0,0,0,0,0,0.0,1.0,2
11173,1,5,0.0,0,0,0,0,0.0,1.0,2
11174,1,245,0.0,0,0,0,0,0.0,1.0,2
11175,1,63,0.0,0,0,0,0,0.0,0.0,2
11176,1,225,0.0,0,0,0,0,0.0,1.0,2
11177,1,218,0.0,0,0,0,0,0.0,1.0,2
11178,1,36,0.0,0,0,0,0,0.0,1.0,2
11179,0,0,1.0,0,0,0,0,0.0,1.0,2
11180,1,90,0.0,0,0,0,0,0.0,0.0,2
11181,1,224,0.0,0,0,0,0,0.0,1.0,2
11182,1,224,0.0,0,0,0,0,0.0,1.0,2
11183,1,224,0.0,0,0,0,0,0.0,1.0,2
11184,1,224,0.0,0,0,0,0,0.0,1.0,2
11185,1,224,0.0,0,0,0,0,0.0,1.0,2
11186,1,9,0.0,0,0,0,0,0.0,0.0,2
11187,1,90,1.0,0,0,0,0,0.0,0.0,2
11188,1,61,0.0,0,0,0,0,0.0,1.0,2
11189,1,34,0.0,0,0,0,0,0.0,1.0,2
11190,1,17,0.0,0,0,0,0,0.0,1.0,2
11191,1,18,0.0,0,0,0,0,0.0,0.0,2
11192,1,4,1.0,0,0,0,0,0.0,0.0,2
11193,1,250,0.0,0,0,0,0,0.0,0.0,2
11194,1,80,0.0,0,0,0,0,0.0,1.0,2
11195,1,302,0.0,0,0,0,0,0.0,1.0,2
11196,1,201,0.0,0,0,0,0,0.0,1.0,2
11197,1,201,0.0,0,0,0,0,0.0,1.0,2
11198,1,113,0.0,0,0,0,0,0.0,0.0,2
11199,1,112,0.0,0,0,0,0,0.0,0.0,2
11200,1,215,0.0,0,0,0,0,0.0,0.0,2
11201,1,215,0.0,0,0,0,0,0.0,1.0,2
11202,1,267,0.0,0,0,0,0,0.0,1.0,2
11203,1,59,0.0,0,0,0,0,0.0,0.0,2
11204,1,26,0.0,0,0,0,0,0.0,1.0,2
11205,1,16,0.0,0,0,0,0,0.0,0.0,2
11206,1,109,0.0,0,0,0,0,0.0,0.0,2
11207,1,37,0.0,0,0,0,0,0.0,0.0,2
11208,1,21,1.0,0,0,0,0,0.0,0.0,2
11209,1,6,0.0,0,0,0,0,0.0,1.0,2
11210,1,110,0.0,0,0,0,0,0.0,0.0,2
11211,1,12,0.0,0,0,0,0,0.0,1.0,2
11212,1,255,0.0,0,0,0,0,0.0,1.0,2
11213,1,21,0.0,0,0,0,0,0.0,1.0,2
11214,1,23,0.0,0,0,0,0,0.0,0.0,2
11215,1,100,0.0,0,0,0,0,0.0,0.0,3
11216,1,100,0.0,0,0,0,0,0.0,0.0,3
11217,1,100,0.0,0,0,0,0,0.0,0.0,3
11218,1,89,0.0,0,0,0,0,0.0,0.0,2
11219,1,100,0.0,0,0,0,0,0.0,0.0,3
11220,1,100,0.0,0,0,0,0,0.0,0.0,3
11221,1,34,0.0,0,0,0,0,0.0,1.0,2
11222,1,54,0.0,0,0,0,0,0.0,1.0,2
11223,1,100,0.0,0,0,0,0,0.0,0.0,3
11224,1,100,0.0,0,0,0,0,0.0,0.0,3
11225,1,100,0.0,0,0,0,0,0.0,0.0,3
11226,1,15,0.0,0,0,0,0,0.0,1.0,2
11227,1,221,0.0,0,0,0,0,0.0,0.0,3
11228,1,5,0.0,0,0,0,0,0.0,0.0,3
11229,1,100,0.0,0,0,0,0,0.0,0.0,3
11230,1,13,0.0,0,0,0,0,0.0,0.0,2
11231,1,59,0.0,0,0,0,0,0.0,1.0,2
11232,1,59,0.0,0,0,0,0,0.0,1.0,2
11233,1,233,0.0,0,0,0,0,0.0,1.0,2
11234,1,172,0.0,0,0,0,0,0.0,0.0,2
11235,1,172,0.0,0,0,0,0,0.0,0.0,2
11236,1,287,0.0,0,0,0,0,0.0,0.0,2
11237,1,172,0.0,0,0,0,0,0.0,0.0,2
11238,1,172,0.0,0,0,0,0,0.0,0.0,2
11239,1,172,0.0,0,0,0,0,0.0,0.0,2
11240,1,287,0.0,0,0,0,0,0.0,0.0,2
11241,1,172,0.0,0,0,0,0,0.0,0.0,2
11242,1,104,0.0,0,0,0,0,0.0,0.0,2
11243,1,172,0.0,0,0,0,0,0.0,0.0,2
11244,1,172,0.0,0,0,0,0,0.0,0.0,2
11245,1,251,1.0,0,0,0,0,0.0,0.0,2
11246,1,103,0.0,0,0,0,0,0.0,1.0,2
11247,1,78,0.0,0,0,0,0,0.0,1.0,2
11248,1,172,0.0,0,0,0,0,0.0,0.0,2
11249,1,172,0.0,0,0,0,0,0.0,0.0,2
11250,1,172,0.0,0,0,0,0,0.0,0.0,2
11251,1,20,0.0,0,0,0,0,0.0,1.0,2
11252,1,85,0.0,0,0,0,0,0.0,0.0,2
11253,1,172,0.0,0,0,0,0,0.0,0.0,2
11254,1,172,0.0,0,0,0,0,0.0,0.0,2
11255,1,172,0.0,0,0,0,0,0.0,0.0,2
11256,1,172,0.0,0,0,0,0,0.0,0.0,2
11257,1,38,0.0,0,0,0,0,0.0,0.0,2
11258,1,25,0.0,0,0,0,0,0.0,1.0,2
11259,1,25,0.0,0,0,0,0,0.0,1.0,2
11260,1,179,0.0,0,0,0,0,0.0,0.0,2
11261,1,87,0.0,0,0,0,0,0.0,0.0,2
11262,1,87,0.0,0,0,0,0,0.0,0.0,2
11263,1,87,0.0,0,0,0,0,0.0,0.0,2
11264,1,87,0.0,0,0,0,0,0.0,0.0,2
11265,1,87,0.0,0,0,0,0,0.0,0.0,2
11266,1,87,0.0,0,0,0,0,0.0,0.0,2
11267,1,43,0.0,0,0,0,0,0.0,0.0,2
11268,1,221,0.0,0,0,0,0,0.0,0.0,3
11269,1,221,0.0,0,0,0,0,0.0,0.0,3
11270,1,221,0.0,0,0,0,0,0.0,0.0,3
11271,1,243,0.0,0,0,0,0,0.0,1.0,2
11272,1,221,0.0,0,0,0,0,0.0,0.0,3
11273,1,221,0.0,0,0,0,0,0.0,0.0,3
11274,1,221,0.0,0,0,0,0,0.0,0.0,3
11275,1,221,0.0,0,0,0,0,0.0,0.0,3
11276,1,221,0.0,0,0,0,0,0.0,0.0,3
11277,1,221,0.0,0,0,0,0,0.0,0.0,3
11278,1,221,0.0,0,0,0,0,0.0,0.0,3
11279,1,221,0.0,0,0,0,0,0.0,0.0,3
11280,1,219,0.0,0,0,0,0,0.0,1.0,2
11281,1,221,0.0,0,0,0,0,0.0,0.0,3
11282,1,221,0.0,0,0,0,0,0.0,0.0,3
11283,1,221,0.0,0,0,0,0,0.0,0.0,3
11284,1,221,0.0,0,0,0,0,0.0,0.0,3
11285,1,105,0.0,0,0,0,0,0.0,0.0,2
11286,1,188,0.0,0,0,0,0,0.0,0.0,0
11287,1,190,0.0,0,0,0,0,0.0,1.0,2
11288,1,72,0.0,0,0,0,0,0.0,0.0,2
11289,1,237,0.0,0,0,0,0,0.0,0.0,2
11290,1,18,0.0,0,0,0,0,0.0,0.0,2
11291,1,65,0.0,0,0,0,0,0.0,1.0,2
11292,1,65,1.0,0,0,0,0,0.0,0.0,2
11293,1,208,0.0,0,0,0,0,0.0,0.0,2
11294,1,155,0.0,0,0,0,0,0.0,1.0,2
11295,1,13,0.0,0,0,0,0,0.0,1.0,2
11296,1,152,0.0,0,0,0,0,0.0,0.0,2
11297,1,37,0.0,0,0,0,0,0.0,0.0,2
11298,1,155,0.0,0,0,0,0,0.0,1.0,2
11299,1,73,0.0,0,0,0,0,0.0,1.0,2
11300,1,308,0.0,0,0,0,0,0.0,0.0,2
11301,1,37,0.0,0,0,0,0,0.0,0.0,2
11302,1,87,0.0,0,0,0,0,0.0,0.0,2
11303,1,19,0.0,0,0,0,0,0.0,1.0,2
11304,1,111,0.0,0,0,0,0,0.0,0.0,2
11305,1,70,0.0,0,0,0,0,0.0,0.0,2
11306,1,74,0.0,0,0,0,0,0.0,1.0,2
11307,1,84,0.0,0,0,0,0,0.0,0.0,2
11308,1,127,0.0,0,0,0,0,0.0,1.0,2
11309,1,18,0.0,0,0,0,0,0.0,0.0,2
11310,1,113,1.0,0,0,0,0,0.0,1.0,2
11311,1,41,0.0,0,0,0,0,0.0,1.0,2
11312,1,237,0.0,0,0,0,0,0.0,0.0,3
11313,1,237,0.0,0,0,0,0,0.0,0.0,3
11314,1,209,0.0,0,0,0,0,0.0,0.0,2
11315,1,237,0.0,0,0,0,0,0.0,0.0,3
11316,1,209,0.0,0,0,0,0,0.0,0.0,2
11317,1,237,0.0,0,0,0,0,0.0,0.0,3
11318,1,237,0.0,0,0,0,0,0.0,0.0,3
11319,1,209,0.0,0,0,0,0,0.0,0.0,2
11320,1,94,0.0,0,0,0,0,0.0,1.0,2
11321,1,83,0.0,0,0,0,0,0.0,0.0,2
11322,1,83,0.0,0,0,0,0,0.0,0.0,2
11323,1,83,0.0,0,0,0,0,0.0,0.0,2
11324,1,83,0.0,0,0,0,0,0.0,0.0,2
11325,1,83,0.0,0,0,0,0,0.0,0.0,2
11326,1,83,0.0,0,0,0,0,0.0,0.0,2
11327,1,83,0.0,0,0,0,0,0.0,0.0,2
11328,1,93,0.0,0,0,0,0,0.0,1.0,2
11329,1,83,0.0,0,0,0,0,0.0,0.0,2
11330,1,83,0.0,0,0,0,0,0.0,0.0,2
11331,1,83,0.0,0,0,0,0,0.0,0.0,2
11332,1,65,0.0,0,0,0,0,0.0,0.0,2
11333,1,65,0.0,0,0,0,0,0.0,0.0,2
11334,1,65,0.0,0,0,0,0,0.0,0.0,2
11335,1,65,0.0,0,0,0,0,0.0,0.0,2
11336,1,65,0.0,0,0,0,0,0.0,0.0,2
11337,1,65,0.0,0,0,0,0,0.0,0.0,2
11338,1,65,0.0,0,0,0,0,0.0,0.0,2
11339,1,65,0.0,0,0,0,0,0.0,0.0,2
11340,1,229,0.0,0,0,0,0,0.0,1.0,2
11341,1,228,0.0,0,0,0,0,0.0,1.0,2
11342,1,217,0.0,0,0,0,0,0.0,1.0,2
11343,1,202,0.0,0,0,0,0,0.0,0.0,3
11344,1,202,0.0,0,0,0,0,0.0,0.0,3
11345,1,0,0.0,0,0,0,0,0.0,0.0,2
11346,1,202,0.0,0,0,0,0,0.0,0.0,3
11347,1,202,0.0,0,0,0,0,0.0,0.0,3
11348,1,202,0.0,0,0,0,0,0.0,0.0,3
11349,1,202,0.0,0,0,0,0,0.0,0.0,3
11350,1,43,0.0,0,0,0,0,0.0,0.0,3
11351,1,108,0.0,0,0,0,0,0.0,0.0,2
11352,1,51,0.0,0,0,0,0,0.0,0.0,2
11353,1,108,0.0,0,0,0,0,0.0,0.0,2
11354,1,108,0.0,0,0,0,0,0.0,0.0,2
11355,1,54,0.0,0,0,0,0,0.0,0.0,2
11356,1,108,0.0,0,0,0,0,0.0,0.0,2
11357,1,15,0.0,0,0,0,0,0.0,1.0,2
11358,1,210,0.0,0,0,0,0,0.0,1.0,2
11359,1,210,0.0,0,0,0,0,0.0,1.0,2
11360,1,210,0.0,0,0,0,0,0.0,1.0,2
11361,1,223,0.0,0,0,0,0,0.0,1.0,2
11362,1,210,0.0,0,0,0,0,0.0,1.0,2
11363,1,210,0.0,0,0,0,0,0.0,1.0,2
11364,1,223,0.0,0,0,0,0,0.0,1.0,2
11365,1,223,0.0,0,0,0,0,0.0,1.0,2
11366,1,210,0.0,0,0,0,0,0.0,1.0,2
11367,1,210,0.0,0,0,0,0,0.0,1.0,2
11368,1,121,1.0,0,0,0,0,0.0,1.0,2
11369,1,210,0.0,0,0,0,0,0.0,1.0,2
11370,1,210,0.0,0,0,0,0,0.0,1.0,2
11371,1,210,0.0,0,0,0,0,0.0,1.0,2
11372,1,223,0.0,0,0,0,0,0.0,1.0,2
11373,1,210,0.0,0,0,0,0,0.0,1.0,2
11374,1,210,0.0,0,0,0,0,0.0,1.0,2
11375,1,210,0.0,0,0,0,0,0.0,1.0,2
11376,1,253,0.0,0,0,0,0,0.0,0.0,0
11377,1,223,0.0,0,0,0,0,0.0,1.0,2
11378,1,210,0.0,0,0,0,0,0.0,1.0,2
11379,1,227,0.0,0,0,0,0,0.0,0.0,2
11380,1,194,0.0,0,0,0,0,0.0,0.0,2
11381,1,1,1.0,0,0,1,0,0.0,1.0,2
11382,1,19,0.0,0,0,0,0,0.0,1.0,2
11383,1,37,0.0,0,0,0,0,0.0,1.0,2
11384,1,5,0.0,0,0,0,0,0.0,1.0,2
11385,1,214,0.0,0,0,0,0,0.0,0.0,2
11386,1,214,0.0,0,0,0,0,0.0,0.0,2
11387,1,14,0.0,0,0,0,0,0.0,1.0,2
11388,1,214,0.0,0,0,0,0,0.0,0.0,2
11389,1,214,0.0,0,0,0,0,0.0,0.0,2
11390,1,29,0.0,0,0,0,0,0.0,1.0,2
11391,1,5,0.0,0,0,0,0,0.0,1.0,2
11392,1,214,0.0,0,0,0,0,0.0,0.0,2
11393,1,214,0.0,0,0,0,0,0.0,0.0,2
11394,1,214,0.0,0,0,0,0,0.0,0.0,2
11395,1,49,0.0,0,0,0,0,0.0,1.0,2
11396,1,89,0.0,0,0,0,0,0.0,0.0,2
11397,1,44,1.0,0,0,0,0,0.0,1.0,2
11398,1,183,0.0,0,0,1,0,0.0,1.0,2
11399,1,54,0.0,0,0,0,0,0.0,1.0,2
11400,1,6,1.0,0,0,0,0,0.0,0.0,2
11401,1,15,0.0,0,0,0,0,0.0,1.0,2
11402,1,106,0.0,0,0,0,0,0.0,1.0,2
11403,1,226,0.0,0,0,0,0,0.0,0.0,2
11404,1,225,0.0,0,0,0,0,0.0,1.0,2
11405,1,226,0.0,0,0,0,0,0.0,0.0,2
11406,1,233,0.0,0,0,0,0,0.0,1.0,2
11407,1,233,0.0,0,0,0,0,0.0,0.0,2
11408,1,93,0.0,0,0,0,0,0.0,1.0,2
11409,1,295,0.0,0,0,0,0,0.0,1.0,2
11410,1,330,0.0,0,0,0,0,0.0,0.0,2
11411,1,116,0.0,0,0,0,0,0.0,1.0,2
11412,1,116,0.0,0,0,0,0,0.0,1.0,2
11413,1,115,0.0,0,0,0,0,0.0,1.0,2
11414,1,23,0.0,0,0,0,0,0.0,1.0,2
11415,1,227,0.0,0,0,0,0,0.0,0.0,2
11416,1,227,0.0,0,0,0,0,0.0,1.0,2
11417,1,90,1.0,0,0,0,0,0.0,0.0,2
11418,1,17,0.0,0,0,0,0,0.0,0.0,2
11419,1,152,0.0,0,0,0,0,0.0,1.0,2
11420,1,86,0.0,0,0,0,0,0.0,1.0,2
11421,1,33,0.0,0,0,0,0,0.0,1.0,2
11422,1,49,0.0,0,0,0,0,0.0,0.0,2
11423,1,136,0.0,0,0,0,0,0.0,1.0,2
11424,1,136,0.0,0,0,0,0,0.0,1.0,2
11425,1,62,1.0,0,0,1,0,0.0,0.0,2
11426,1,17,0.0,0,0,0,0,0.0,1.0,2
11427,1,41,0.0,0,0,0,0,0.0,1.0,2
11428,1,319,0.0,0,0,0,0,0.0,0.0,2
11429,1,123,1.0,0,0,0,0,0.0,1.0,2
11430,1,257,0.0,0,0,0,0,0.0,1.0,2
11431,1,70,0.0,0,0,0,0,0.0,1.0,2
11432,1,2,0.0,0,0,1,0,0.0,1.0,2
11433,1,2,0.0,0,0,1,0,0.0,1.0,2
11434,1,2,0.0,0,0,1,0,0.0,1.0,2
11435,1,2,0.0,0,0,1,0,0.0,1.0,2
11436,1,82,0.0,0,0,0,0,0.0,0.0,2
11437,1,104,0.0,0,0,0,0,0.0,0.0,2
11438,1,140,0.0,0,0,0,0,0.0,1.0,2
11439,1,158,0.0,0,0,0,0,0.0,0.0,2
11440,1,31,0.0,0,0,0,0,0.0,1.0,2
11441,1,82,0.0,0,0,0,0,0.0,0.0,2
11442,1,156,0.0,0,0,0,0,0.0,0.0,3
11443,1,217,0.0,0,0,0,0,0.0,0.0,3
11444,1,183,0.0,0,0,0,0,0.0,1.0,2
11445,1,15,0.0,0,0,0,0,0.0,0.0,2
11446,1,7,0.0,0,0,0,0,0.0,1.0,2
11447,1,7,0.0,0,0,0,0,0.0,1.0,2
11448,1,257,1.0,0,0,0,0,0.0,0.0,3
11449,1,54,0.0,0,0,0,0,0.0,0.0,2
11450,1,302,1.0,0,0,0,0,0.0,0.0,3
11451,1,302,1.0,0,0,0,0,0.0,0.0,3
11452,1,302,1.0,0,0,0,0,0.0,0.0,3
11453,1,47,0.0,0,0,0,0,0.0,1.0,2
11454,1,302,1.0,0,0,0,0,0.0,0.0,3
11455,1,257,1.0,0,0,0,0,0.0,0.0,3
11456,1,302,1.0,0,0,0,0,0.0,0.0,3
11457,1,302,1.0,0,0,0,0,0.0,0.0,3
11458,1,302,1.0,0,0,0,0,0.0,0.0,3
11459,1,302,1.0,0,0,0,0,0.0,0.0,3
11460,1,302,1.0,0,0,0,0,0.0,0.0,3
11461,1,302,1.0,0,0,0,0,0.0,0.0,3
11462,1,231,1.0,0,0,0,0,0.0,0.0,3
11463,1,302,1.0,0,0,0,0,0.0,0.0,3
11464,1,302,1.0,0,0,0,0,0.0,0.0,3
11465,1,302,1.0,0,0,0,0,0.0,0.0,3
11466,1,302,1.0,0,0,0,0,0.0,0.0,3
11467,1,302,1.0,0,0,0,0,0.0,0.0,3
11468,1,84,0.0,0,0,0,0,0.0,1.0,2
11469,1,29,0.0,0,0,0,0,0.0,0.0,2
11470,1,120,0.0,0,0,0,0,0.0,0.0,2
11471,1,115,0.0,0,0,0,0,0.0,1.0,2
11472,1,296,0.0,0,0,0,0,0.0,1.0,2
11473,1,303,0.0,0,0,0,0,0.0,1.0,2
11474,1,16,0.0,0,0,0,0,0.0,1.0,2
11475,1,79,0.0,0,0,0,0,0.0,0.0,2
11476,1,78,0.0,0,0,0,0,0.0,0.0,2
11477,1,140,0.0,0,0,0,0,0.0,0.0,3
11478,1,140,0.0,0,0,0,0,0.0,0.0,3
11479,1,140,0.0,0,0,0,0,0.0,0.0,3
11480,1,140,0.0,0,0,0,0,0.0,0.0,3
11481,1,14,0.0,0,0,0,0,0.0,0.0,2
11482,1,140,0.0,0,0,0,0,0.0,0.0,3
11483,1,140,0.0,0,0,0,0,0.0,0.0,3
11484,1,130,0.0,0,0,0,0,0.0,1.0,2
11485,1,130,0.0,0,0,0,0,0.0,1.0,2
11486,1,67,0.0,0,0,0,0,0.0,1.0,2
11487,1,288,0.0,0,0,0,0,0.0,1.0,2
11488,1,0,1.0,0,0,0,0,0.0,0.0,2
11489,1,13,0.0,0,0,0,0,0.0,1.0,2
11490,1,29,0.0,0,0,1,0,0.0,1.0,2
11491,1,77,0.0,0,0,0,0,0.0,0.0,2
11492,1,24,0.0,0,0,0,0,0.0,1.0,2
11493,1,154,0.0,0,0,0,0,0.0,1.0,2
11494,1,150,0.0,0,0,0,0,0.0,0.0,2
11495,1,77,0.0,0,0,0,0,0.0,1.0,2
11496,1,233,0.0,0,0,0,0,0.0,1.0,2
11497,1,233,0.0,0,0,0,0,0.0,0.0,2
11498,1,10,0.0,0,0,0,0,0.0,1.0,2
11499,1,116,0.0,0,0,0,0,0.0,0.0,3
11500,1,94,1.0,0,0,0,0,0.0,0.0,2
11501,1,8,0.0,0,0,0,0,0.0,1.0,2
11502,1,98,0.0,0,0,0,0,0.0,1.0,2
11503,1,22,0.0,0,0,0,0,0.0,1.0,2
11504,1,52,0.0,0,0,0,0,0.0,1.0,2
11505,1,102,0.0,0,0,0,0,0.0,0.0,2
11506,1,120,0.0,0,0,0,0,0.0,1.0,2
11507,1,120,0.0,0,0,0,0,0.0,1.0,2
11508,1,263,0.0,0,0,0,0,0.0,1.0,3
11509,1,201,0.0,0,0,0,0,0.0,1.0,2
11510,1,201,0.0,0,0,0,0,0.0,1.0,2
11511,1,95,0.0,0,0,0,0,0.0,1.0,2
11512,1,201,0.0,0,0,0,0,0.0,1.0,2
11513,1,38,0.0,0,0,0,0,0.0,1.0,2
11514,1,2,0.0,0,0,1,0,0.0,0.0,2
11515,1,9,1.0,0,0,0,0,0.0,1.0,2
11516,1,134,0.0,0,0,0,0,0.0,1.0,2
11517,1,70,0.0,0,0,0,0,0.0,0.0,2
11518,1,124,0.0,0,0,0,0,0.0,1.0,2
11519,1,189,0.0,0,0,0,0,0.0,0.0,0
11520,1,81,0.0,0,0,0,0,0.0,0.0,2
11521,1,261,0.0,0,0,0,0,0.0,0.0,2
11522,1,89,0.0,0,0,0,0,0.0,1.0,2
11523,1,89,0.0,0,0,0,0,0.0,1.0,2
11524,1,217,0.0,0,0,0,0,0.0,0.0,2
11525,1,337,0.0,0,0,0,0,0.0,0.0,2
11526,1,338,0.0,0,0,0,0,0.0,0.0,2
11527,1,10,0.0,0,0,0,0,0.0,1.0,2
11528,1,47,0.0,0,0,0,0,0.0,0.0,2
11529,1,101,0.0,0,0,0,0,0.0,0.0,3
11530,1,101,0.0,0,0,0,0,0.0,0.0,3
11531,1,3,0.0,0,0,0,0,0.0,0.0,2
11532,1,98,0.0,0,0,0,0,0.0,1.0,2
11533,1,313,0.0,0,0,0,0,0.0,0.0,2
11534,1,272,0.0,0,0,0,0,0.0,1.0,2
11535,1,28,0.0,0,0,0,0,0.0,1.0,2
11536,1,305,0.0,0,0,0,0,0.0,0.0,2
11537,1,278,0.0,0,0,0,0,0.0,1.0,2
11538,1,180,0.0,0,0,0,0,0.0,1.0,2
11539,1,305,0.0,0,0,0,0,0.0,0.0,2
11540,1,302,0.0,0,0,0,0,0.0,1.0,2
11541,1,158,0.0,0,0,0,0,0.0,0.0,2
11542,0,3,0.0,0,0,1,0,0.0,0.0,2
11543,1,41,0.0,0,0,0,0,0.0,1.0,2
11544,1,41,0.0,0,0,0,0,0.0,1.0,2
11545,1,284,0.0,0,0,0,0,0.0,1.0,2
11546,1,41,0.0,0,0,0,0,0.0,1.0,2
11547,1,60,0.0,0,0,0,0,0.0,1.0,2
11548,1,258,0.0,0,0,0,0,0.0,0.0,2
11549,1,144,0.0,0,0,0,0,0.0,0.0,2
11550,1,201,0.0,0,0,0,0,0.0,0.0,0
11551,1,14,0.0,0,0,0,0,0.0,1.0,2
11552,1,96,0.0,0,0,0,0,0.0,1.0,2
11553,1,134,0.0,0,0,0,0,0.0,1.0,2
11554,1,90,0.0,0,0,0,0,0.0,0.0,2
11555,1,72,0.0,0,0,0,0,0.0,0.0,2
11556,1,80,0.0,0,0,0,0,0.0,1.0,2
11557,1,30,0.0,0,0,0,0,0.0,0.0,2
11558,1,25,0.0,0,0,0,0,0.0,1.0,2
11559,1,230,0.0,0,0,0,0,0.0,0.0,2
11560,1,322,0.0,0,0,0,0,0.0,1.0,2
11561,1,81,0.0,0,0,0,0,0.0,1.0,2
11562,1,81,0.0,0,0,0,0,0.0,1.0,2
11563,1,116,0.0,0,0,0,0,0.0,1.0,2
11564,1,336,0.0,0,0,0,0,0.0,1.0,2
11565,1,310,0.0,0,0,0,0,0.0,0.0,2
11566,1,107,0.0,0,0,0,0,0.0,0.0,2
11567,1,222,0.0,0,0,0,0,0.0,0.0,2
11568,1,107,0.0,0,0,0,0,0.0,0.0,2
